Filename,ClassId
1479425441182877835,-0.084299
1479425441232704425,-0.044383
1479425441282730750,-0.073888
1479425441332806714,-0.088483
1479425441382790272,-0.037505
1479425441432724303,-0.020203
1479425441482746958,-0.021605
1479425441532802506,-0.014383
1479425441582725165,-0.043058
1479425441632720892,-0.060545
1479425441682732948,-0.017980
1479425441732800574,-0.104254
1479425441782737331,-0.095444
1479425441832816004,-0.033575
1479425441882830087,-0.004021
1479425441932849879,-0.019992
1479425441982783223,-0.037455
1479425442032874172,-0.026220
1479425442082758552,0.001588
1479425442132852121,0.030916
1479425442182761838,0.028010
1479425442232828524,0.030336
1479425442282862682,-0.057206
1479425442332893792,-0.135180
1479425442382858459,-0.122515
1479425442432797491,0.020555
1479425442482899263,-0.054288
1479425442532771570,0.039498
1479425442582809345,-0.001570
1479425442632821093,-0.043738
1479425442682747552,-0.084191
1479425442732806572,-0.067663
1479425442782862182,-0.084925
1479425442832833025,-0.032507
1479425442882822631,-0.038409
1479425442932809867,-0.063597
1479425442982805056,-0.101671
1479425443032823520,-0.088661
1479425443082812203,-0.098729
1479425443132827444,-0.044455
1479425443182854411,-0.076933
1479425443232861030,-0.096409
1479425443282879357,-0.068419
1479425443332896491,-0.070404
1479425443382879593,-0.101176
1479425443432903742,-0.114951
1479425443483016593,-0.082387
1479425443533017775,-0.109711
1479425443582977575,-0.107938
1479425443632945821,-0.058521
1479425443682982187,-0.043857
1479425443732869219,-0.072826
1479425443782898808,-0.058180
1479425443833012205,-0.069756
1479425443882914607,-0.063131
1479425443933132143,-0.024198
1479425443983182782,-0.054121
1479425444033115695,-0.077325
1479425444083198332,-0.074093
1479425444133127546,-0.063295
1479425444183146275,-0.069707
1479425444233201168,-0.071562
1479425444283138737,-0.064155
1479425444333229360,-0.086734
1479425445983503068,-0.067924
1479425446033440044,-0.095393
1479425446083426096,-0.098878
1479425446133410346,-0.099860
1479425446183468695,-0.092766
1479425446233463132,-0.094341
1479425446283447100,-0.091615
1479425446333431175,-0.094332
1479425446383424337,-0.128338
1479425446433457370,-0.093674
1479425446483371405,-0.070985
1479425446533500137,-0.049202
1479425446583477115,-0.049362
1479425446633522506,-0.045696
1479425446683589238,-0.022083
1479425446733573761,-0.007167
1479425446783611898,-0.006105
1479425446833546046,-0.003706
1479425446883533208,-0.018633
1479425446933547800,0.003561
1479425446983608400,-0.002822
1479425447033578750,-0.024517
1479425447083596868,-0.007948
1479425447133467484,-0.016027
1479425447183549871,-0.038678
1479425447233486454,-0.039445
1479425447283725051,-0.030652
1479425447333693598,-0.059610
1479425447383620607,-0.049094
1479425447433621760,-0.059299
1479425447483674337,-0.053707
1479425447533663020,-0.025465
1479425444383185181,-0.101434
1479425444434593057,-0.115332
1479425444483190972,-0.130934
1479425444533172421,-0.103473
1479425444583259948,-0.086412
1479425444633286162,-0.108421
1479425444683294213,-0.101014
1479425444733253036,-0.057695
1479425444783291032,-0.053954
1479425444833288592,-0.135558
1479425444883283220,-0.115166
1479425444933328937,-0.132150
1479425444983260437,-0.117969
1479425445033271766,-0.110244
1479425445083281310,-0.093244
1479425445133336475,-0.086134
1479425445183328558,-0.072453
1479425445233404698,-0.092507
1479425445283448582,-0.091660
1479425445333367499,-0.107647
1479425445383326348,-0.117574
1479425445433499090,-0.121220
1479425445483382125,-0.115107
1479425445533489877,-0.126784
1479425445583437918,-0.132568
1479425445633423016,-0.120077
1479425445683329266,-0.087555
1479425445733403939,-0.093465
1479425445783307622,-0.072696
1479425445833353168,-0.083212
1479425445883484127,-0.072570
1479425445933390665,-0.067952
1479425447583646955,-0.009327
1479425447633645468,0.011172
1479425447683675176,0.008668
1479425447733726775,0.030237
1479425447783780269,0.004456
1479425447833680291,-0.016218
1479425447883694922,-0.060752
1479425447933701813,0.010706
1479425447983829975,-0.032069
1479425448033742629,-0.018783
1479425448083725825,0.006482
1479425448133784412,0.030824
1479425448183782273,-0.011540
1479425448233780330,-0.028880
1479425448283749801,-0.051885
1479425448333826064,-0.052064
1479425448383792183,-0.062023
1479425448433778649,-0.086670
1479425448483793143,-0.079271
1479425448533885890,-0.063749
1479425448583862227,-0.062439
1479425448633847925,-0.048644
1479425448683822662,-0.054865
1479425448733882312,-0.035658
1479425448783845387,-0.040046
1479425448833950015,-0.028187
1479425448883924440,-0.007465
1479425448933879663,-0.018656
1479425448983876216,-0.028317
1479425449034016614,-0.034547
1479425449083989539,-0.024982
1479425449134003281,-0.009346
1479425452384627152,-0.344937
1479425452434545378,-0.296095
1479425452484609213,-0.254883
1479425452534553900,-0.316683
1479425452584569515,-0.263737
1479425452634553611,-0.182717
1479425452684562980,-0.151503
1479425452734636836,-0.112050
1479425452784608361,-0.017261
1479425452834609980,-0.055039
1479425452884611953,-0.132862
1479425452934601849,-0.099763
1479425452984630588,-0.150447
1479425453034674381,-0.183472
1479425453084683167,-0.113918
1479425453134711461,-0.153139
1479425453184665706,-0.116063
1479425453234723205,-0.193517
1479425453284690109,-0.217265
1479425453334712197,-0.109720
1479425453384695179,-0.097168
