Filename,ClassId
1479425441182877835,-0.051207
1479425441232704425,-0.025680
1479425441282730750,-0.018514
1479425441332806714,-0.016394
1479425441382790272,-0.002259
1479425441432724303,-0.006987
1479425441482746958,0.004626
1479425441532802506,-0.009116
1479425441582725165,-0.008983
1479425441632720892,-0.003924
1479425441682732948,0.008834
1479425441732800574,0.026710
1479425441782737331,0.041512
1479425441832816004,0.048081
1479425441882830087,0.033041
1479425441932849879,0.005201
1479425441982783223,0.011858
1479425442032874172,0.013718
1479425442082758552,0.006105
1479425442132852121,0.013972
1479425442182761838,0.016607
1479425442232828524,0.046943
1479425442282862682,0.055577
1479425442332893792,0.093615
1479425442382858459,0.103668
1479425442432797491,0.090041
1479425442482899263,0.071767
1479425442532771570,0.057077
1479425442582809345,0.020499
1479425442632821093,-0.012836
1479425442682747552,-0.016652
1479425442732806572,-0.033928
1479425443582977575,-0.023619
1479425443632945821,-0.028221
1479425443682982187,0.000310
1479425443732869219,0.049879
1479425443782898808,0.063427
1479425443833012205,0.082937
1479425443882914607,0.057687
1479425443933132143,0.031565
1479425443983182782,-0.007215
1479425444033115695,-0.012039
1479425444083198332,-0.022919
1479425444133127546,-0.037281
1479425444183146275,-0.041859
1479425444233201168,-0.051646
1479425444283138737,-0.046665
1479425444333229360,-0.048556
1479425442782862182,-0.031360
1479425442832833025,-0.025097
1479425442882822631,-0.021648
1479425442932809867,-0.001115
1479425442982805056,0.003559
1479425443032823520,0.028043
1479425443082812203,0.031858
1479425443132827444,0.019159
1479425443182854411,0.008537
1479425443232861030,0.017306
1479425443282879357,0.020948
1479425443332896491,0.028286
1479425443382879593,0.027410
1479425443432903742,-0.023383
1479425443483016593,-0.045875
1479425443533017775,-0.040088
1479425445183328558,0.011685
1479425445233404698,0.015681
1479425445283448582,0.012447
1479425445333367499,0.011039
1479425445383326348,0.001262
1479425445433499090,0.008195
1479425445483382125,0.015720
1479425445533489877,0.024128
1479425445583437918,0.032191
1479425445633423016,0.039343
1479425445683329266,0.031974
1479425445733403939,0.035306
1479425445783307622,0.032731
1479425445833353168,0.049446
1479425445883484127,0.052941
