Filename,ClassId
1479425441982783223,0.012475
1479425442032874172,0.005650
1479425442082758552,-0.005615
1479425442132852121,-0.009910
1479425442182761838,0.004935
1479425442232828524,0.029857
1479425442282862682,0.021205
1479425442332893792,0.012913
1479425442382858459,0.010139
1479425442432797491,0.000021
1479425442482899263,0.001242
1479425442532771570,-0.005708
1479425442582809345,-0.018951
1479425442632821093,-0.036391
1479425442682747552,-0.039094
1479425442732806572,-0.035525
1479425442782862182,-0.020590
1479425442832833025,-0.007560
1479425442882822631,-0.006442
1479425442932809867,-0.021903
1479425442982805056,-0.029762
1479425443032823520,-0.040526
1479425443082812203,-0.041413
1479425443132827444,-0.016597
1479425443182854411,0.011556
1479425443232861030,0.032874
1479425443282879357,0.044198
1479425443332896491,0.037623
1479425443382879593,0.029244
1479425443432903742,-0.018851
1479425443483016593,-0.034298
1479425443533017775,-0.056493
1479425443582977575,-0.040297
1479425443632945821,-0.041640
1479425443682982187,-0.035821
1479425443732869219,0.008153
1479425443782898808,0.044602
1479425443833012205,0.053630
1479425443882914607,0.054564
1479425443933132143,0.035796
1479425443983182782,0.008090
1479425444033115695,-0.019043
1479425444083198332,-0.016567
1479425444133127546,-0.014456
1479425444183146275,-0.032606
1479425444233201168,-0.034797
1479425444283138737,-0.033023
1479425444333229360,-0.034492
1479425441182877835,-0.096911
1479425441232704425,-0.027815
1479425441282730750,0.017135
1479425441332806714,0.023755
1479425441382790272,0.051292
1479425441432724303,0.082717
1479425441482746958,0.080459
1479425441532802506,0.082674
1479425441582725165,0.085096
1479425441632720892,0.078647
1479425441682732948,0.100212
1479425441732800574,0.113848
1479425441782737331,0.118914
1479425441832816004,0.103691
1479425441882830087,0.088833
1479425441932849879,0.035642
1479425444383185181,-0.039504
1479425444434593057,-0.047690
1479425444483190972,-0.067796
1479425444533172421,-0.078500
1479425444583259948,-0.086876
1479425444633286162,-0.098127
1479425444683294213,-0.110927
1479425444733253036,-0.109878
1479425444783291032,-0.091622
1479425444833288592,-0.088057
1479425444883283220,-0.060345
1479425444933328937,-0.060663
1479425444983260437,-0.058343
1479425445033271766,-0.063005
1479425445083281310,-0.073020
1479425445133336475,-0.085604
1479425445183328558,-0.072735
1479425445233404698,-0.083783
1479425445283448582,-0.097365
1479425445333367499,-0.095555
1479425445383326348,-0.095777
1479425445433499090,-0.094133
1479425445483382125,-0.087201
1479425445533489877,-0.084032
1479425445583437918,-0.080326
1479425445633423016,-0.083488
1479425445683329266,-0.073133
1479425445733403939,-0.059538
1479425445783307622,-0.043357
1479425445833353168,0.005844
1479425445883484127,0.033911
1479425445933390665,0.026329
1479425446783611898,0.031378
1479425446833546046,0.035123
1479425446883533208,0.028674
1479425446933547800,0.020731
1479425446983608400,0.018302
1479425447033578750,0.029011
1479425447083596868,0.028220
1479425447133467484,0.018702
1479425447183549871,0.008876
1479425447233486454,0.001086
1479425447283725051,0.001332
1479425447333693598,0.015975
1479425447383620607,0.065534
1479425447433621760,0.088606
1479425447483674337,0.091176
1479425447533663020,0.091355
1479425445983503068,0.018210
1479425446033440044,-0.004801
1479425446083426096,-0.019453
1479425446133410346,-0.042746
1479425446183468695,-0.059358
1479425446233463132,-0.065949
1479425446283447100,-0.067993
1479425446333431175,-0.049020
1479425446383424337,-0.028601
1479425446433457370,-0.005135
1479425446483371405,0.009121
1479425446533500137,0.022799
1479425446583477115,0.026138
1479425446633522506,0.016997
1479425446683589238,0.014847
1479425446733573761,0.021501
1479425447583646955,0.078469
1479425447633645468,0.083595
1479425447683675176,0.075236
1479425447733726775,0.073736
1479425447783780269,0.078006
1479425447833680291,0.087726
1479425447883694922,0.079063
1479425447933701813,0.085379
1479425447983829975,0.064368
1479425448033742629,0.021875
1479425448083725825,-0.054976
1479425448133784412,-0.090812
1479425448183782273,-0.103626
1479425448233780330,-0.078114
1479425448283749801,-0.030014
1479425448333826064,0.004551
1479425449183978806,-0.092400
1479425449233996144,-0.059003
1479425449283962329,-0.012455
1479425449333971165,0.001129
1479425449383983954,0.006484
1479425449434025534,-0.005954
1479425449483987552,-0.007047
1479425449534040093,-0.009851
1479425449584053959,0.012422
1479425449634016171,0.021531
1479425449684123260,0.024467
1479425449734027001,0.033463
1479425449784082050,0.022206
1479425449834134569,0.017811
1479425449884087282,0.008907
1479425449934088214,0.001847
1479425448383792183,0.006188
1479425448433778649,0.016322
1479425448483793143,0.026787
1479425448533885890,0.003688
1479425448583862227,0.004715
1479425448633847925,0.006604
1479425448683822662,0.012636
1479425448733882312,0.030231
1479425448783845387,0.010000
1479425448833950015,0.000248
1479425448883924440,-0.007887
1479425448933879663,-0.014816
1479425448983876216,-0.020445
1479425449034016614,-0.026607
1479425449083989539,-0.053745
1479425449134003281,-0.078512
1479425449984134982,-0.007945
1479425450034140940,-0.013867
1479425450084078501,-0.027753
1479425450134193600,-0.035978
1479425450184172865,-0.036242
1479425450234144378,-0.038210
1479425450284149775,-0.027947
1479425450334262000,-0.013348
1479425450384178750,-0.001325
1479425450434161961,0.022371
1479425450484147791,0.036688
1479425450534184818,0.058900
1479425450584162450,0.065281
1479425450634258305,0.068318
1479425450684227110,0.061532
1479425450734209984,0.064309
1479425450784248908,0.047813
1479425450834260421,0.044665
1479425450884230583,0.036406
1479425450934345661,0.027914
1479425450984309065,0.028348
1479425451034286630,0.010587
1479425451084317905,0.000316
1479425451134304083,-0.007943
1479425451184289528,-0.007960
1479425451234414501,-0.002387
1479425451284350407,0.007184
1479425451334284259,0.029636
1479425451384384161,0.037742
1479425451434326964,0.035738
1479425451484368953,0.040221
1479425451534399242,0.039829
1479425451584434387,0.032398
1479425451634350263,0.026918
1479425451684382956,0.024105
1479425451734356975,0.030064
1479425451784399230,-0.000641
1479425451834383177,-0.019442
1479425451884425416,-0.036902
1479425451934441674,-0.032115
1479425451984403693,-0.006817
1479425452034457721,-0.008709
1479425452084417312,-0.021592
1479425452134520843,-0.015541
1479425452184466002,-0.023422
1479425452234335175,-0.051713
1479425452284375611,-0.077997
1479425452334564662,-0.114436
1479425452384627152,-0.130094
1479425452434545378,-0.142886
1479425452484609213,-0.150475
1479425452534553900,-0.146712
1479425452584569515,-0.149688
1479425452634553611,-0.122155
1479425452684562980,-0.120581
1479425452734636836,-0.125187
1479425452784608361,-0.114547
1479425452834609980,-0.115643
1479425452884611953,-0.118811
1479425452934601849,-0.101035
1479425452984630588,-0.111543
1479425453034674381,-0.124841
1479425453084683167,-0.129448
1479425453134711461,-0.134501
1479425453184665706,-0.132975
1479425453234723205,-0.150291
1479425453284690109,-0.173935
1479425453334712197,-0.181174
1479425453384695179,-0.184360
1479425453434771997,-0.155250
1479425453484719139,-0.124206
1479425453534887926,-0.121474
1479425453584746259,-0.105754
1479425453634743110,-0.097546
1479425453684792122,-0.116735
1479425453734799602,-0.132093
1479425453784765115,-0.144848
1479425453834837075,-0.155815
1479425453884781104,-0.161467
1479425453934842652,-0.157198
1479425453984831513,-0.169396
1479425454034831660,-0.182799
1479425454084836219,-0.192351
1479425454134878742,-0.190509
1479425454184883542,-0.219563
1479425454234889377,-0.236405
1479425454284867819,-0.238804
1479425454334887035,-0.224604
1479425454384960133,-0.214203
1479425454434866999,-0.203918
1479425454484877099,-0.195671
1479425454534965755,-0.170953
1479425454584960425,-0.140336
1479425454634985147,-0.100107
1479425454684962544,-0.085036
1479425454734974049,-0.041378
1479425454784969623,-0.009268
1479425454834992068,0.040829
1479425454885024662,0.031732
1479425454935000744,0.019733
1479425454985024030,0.031275
1479425455034974159,0.055603
1479425455084988816,0.059551
1479425455135196249,0.079391
1479425455185043601,0.082370
1479425455235022567,0.130217
1479425455285050614,0.157162
1479425455335094080,0.156485
1479425455385076496,0.170019
1479425455435061538,0.215880
1479425455485082736,0.265417
1479425455535127618,0.269059
1479425455585094908,0.246745
1479425455635124585,0.273525
1479425455685131513,0.262138
1479425455735105758,0.266946
1479425455785133934,0.257820
1479425455835194894,0.247021
1479425455885189938,0.240352
1479425455935224714,0.216701
1479425455985211822,0.197236
1479425456035194304,0.185824
1479425456085192347,0.176243
1479425456135205196,0.155045
1479425456185239597,0.157323
1479425456235223757,0.161217
1479425456285289737,0.167158
1479425456335235126,0.177398
1479425456385302974,0.133945
1479425456435270061,0.099731
1479425456485283777,0.088359
1479425456535173529,0.078088
1479425456585276789,0.136862
1479425456635797438,0.162426
1479425456685307525,0.164062
1479425456735295991,0.153787
1479425456785300349,0.108665
1479425456835252850,0.083132
1479425456885298305,0.059441
1479425456935439781,0.073361
1479425456985195670,0.065092
1479425457035293970,0.058246
1479425457085310967,0.083406
1479425457135319871,0.078473
1479425457185327174,0.062920
1479425457235454552,0.067475
1479425457285396179,0.069133
1479425457335680191,0.047691
1479425457385403889,0.045496
1479425457435365862,0.034853
1479425457485440946,0.061055
1479425457535450517,0.053409
1479425457585440122,0.050669
1479425457635453799,0.048286
1479425457685490309,0.028316
1479425457735463426,-0.014118
1479425457785461222,-0.012762
1479425457835461298,-0.060425
1479425457885465463,-0.083802
1479425457935443994,-0.070209
1479425457985574404,-0.065305
1479425458035516248,-0.063161
1479425458085493111,-0.036415
1479425458136360647,0.002971
1479425458185513500,0.021379
1479425458235501711,0.013446
1479425458285570854,0.027046
1479425458335571469,0.054630
1479425458385563406,0.082809
1479425458435515237,0.102090
1479425458485591816,0.127986
1479425458535558462,0.164011
1479425458585637408,0.195375
1479425458635623430,0.198418
1479425458685606031,0.189014
1479425458735633876,0.162266
1479425458785721635,0.122943
1479425458835615526,0.094065
1479425458885675290,0.091592
1479425458935565509,0.096378
1479425458985707633,0.091511
1479425459035786213,0.089719
1479425459085797381,0.099674
1479425459135788300,0.123583
1479425459185786240,0.130506
1479425459235825132,0.127956
1479425459285815544,0.125830
1479425459335818316,0.128225
1479425459385787916,0.147230
1479425459435785050,0.166790
1479425459485754631,0.170737
1479425459535766306,0.168801
1479425459585771912,0.156417
1479425459636465071,0.128074
1479425459685848966,0.117565
1479425459735915311,0.128640
1479425459786004828,0.136853
1479425459835837416,0.138579
1479425459885872479,0.139658
1479425459935836098,0.141589
1479425459985895144,0.157788
1479425460035898639,0.172239
1479425460085913121,0.187994
1479425460135915916,0.216622
1479425460185897187,0.222230
1479425460235891152,0.209735
1479425460285874473,0.210525
1479425460335911555,0.206267
1479425460385924823,0.200196
1479425460435939785,0.197443
1479425460485916173,0.207156
1479425460535995187,0.206091
1479425460585919323,0.199666
1479425460636021329,0.199529
1479425460686012382,0.197537
1479425460735978366,0.183281
1479425460786022659,0.166394
1479425460836126575,0.168320
1479425460886062982,0.172887
1479425460936039201,0.182187
1479425460986067216,0.191373
1479425461036044239,0.202816
1479425461086025165,0.204945
1479425461136092742,0.207772
1479425461186041375,0.223999
1479425461236058072,0.227187
1479425461286099435,0.220552
1479425461336139116,0.196364
1479425461386151397,0.189987
1479425461436092381,0.187144
1479425461486115901,0.199579
1479425461536098853,0.201419
1479425461586114145,0.190384
1479425461636214238,0.199350
1479425461686225785,0.215129
1479425461736150276,0.188101
1479425461786111572,0.180223
1479425461836053567,0.170716
1479425461886149455,0.179941
1479425461936239444,0.191231
1479425461986247230,0.191469
1479425462036292389,0.186093
1479425462086339659,0.162599
1479425462136375243,0.173199
1479425462186258632,0.164084
1479425462236287595,0.146826
1479425462286259544,0.154585
1479425462336263555,0.153506
1479425462386336544,0.153440
1479425462436366156,0.173623
1479425462486333565,0.164554
1479425462536357592,0.159925
1479425462586437466,0.147778
1479425462636389990,0.151763
1479425462686412613,0.159171
1479425462736443337,0.150019
1479425462786339435,0.142732
1479425462836441371,0.146867
1479425462886374748,0.124374
1479425462936411672,0.112888
1479425462986389593,0.116332
1479425463036419577,0.111386
1479425463086398960,0.102561
1479425463136517686,0.109195
1479425463186442372,0.099763
1479425463236508913,0.094682
1479425463286463571,0.101089
1479425463336416846,0.091167
1479425463386544935,0.097285
1479425463436580362,0.104615
1479425463486542942,0.111245
1479425463536555320,0.120859
1479425463586548994,0.111677
1479425463636538475,0.093056
1479425463686540439,0.073258
1479425463736563501,0.062995
1479425463786541648,0.069715
1479425463836571234,0.064741
1479425463886551352,0.078078
1479425463936636948,0.090495
1479425463986676844,0.095432
1479425464036541085,0.099918
1479425464086638268,0.102773
1479425464136608112,0.103920
1479425464186611296,0.112731
1479425464236603193,0.114181
1479425464286627281,0.108421
1479425464336639025,0.125246
